"RecipientEmail","Wave","Finished_T1","gender","birthyear","education","children","work_hours","work_days","T1_panas_jov_1","T1_panas_sad_1","T1_panas_gen_pos_2","T1_panas_guilt_4","T1_panas_hos_1","T1_panas_ser_2","T1_panas_guilt_2","T1_panas_jov_7","T1_panas_att_1","T1_panas_fear_1","T1_panas_jov_4","T1_panas_sad_5","T1_panas_shy_1","T1_panas_fat_2","T1_panas_fear_3","T1_panas_shy_4","T1_panas_fat_1","T1_panas_sur_2","T1_panas_sad_4","T1_panas_gen_neg_2","T1_panas_self_ass_1","T1_panas_fear_2","T1_panas_fat_3","T1_panas_guilt_5","T1_panas_sur_1","T1_panas_jov_3","T1_panas_jov_5","T1_panas_att_3","T1_panas_self_ass_2","T1_panas_shy_2","T1_panas_hos_5","T1_panas_fear_6","T1_panas_hos_2","T1_panas_sad_2","T1_panas_self_ass_5","T1_panas_sur_3","T1_panas_ser_1","T1_panas_att_2","T1_panas_fear_4","T1_panas_gen_pos_3","T1_panas_hos_3","T1_panas_gen_neg_1","T1_panas_jov_6","T1_panas_hos_6","T1_panas_jov_2","T1_panas_hos_4","T1_panas_guilt_3","T1_panas_self_ass_6","T1_panas_gen_pos_1","T1_panas_self_ass_4","T1_panas_ser_3","T1_panas_jov_8","T1_panas_self_ass_3","T1_panas_sad_3","T1_panas_fear_5","T1_panas_att_4","T1_panas_guilt_1","T1_panas_shy_3","T1_panas_fat_4","T1_panas_guilt_6","Finished_T2","req_detach_1","req_detach_2","req_detach_3","req_detach_4","req_relax_1","req_relax_2","req_relax_3","req_relax_4","req_mastery_1","req_mastery_2","req_mastery_3","req_mastery_4","req_control_1","req_control_2","req_control_3","req_control_4","has_1","has_2","has_3","has_4","has_5","has_6","has_7","has_8","has_9","has_10","has_11","has_12","has_13","has_14","has_15","has_16","has_17","has_18","has_19","has_20","has_21","has_22","has_23","has_24","has_25","has_26","has_27","has_28","has_29","has_30","has_31","has_32","has_33","has_34","has_35","has_36","has_37","has_38","has_39","has_40","has_41","has_42","has_43","has_44","has_45","has_46","has_47","has_48","has_49","has_50","has_51","has_52","has_53","upl_1","upl_2","upl_3","upl_4","upl_5","upl_6","upl_7","upl_8","upl_9","upl_10","upl_11","upl_12","upl_13","upl_14","upl_15","upl_16","upl_17","upl_18","upl_19","upl_20","upl_21","upl_22","upl_23","upl_24","upl_25","upl_26","upl_27","upl_28","upl_29","upl_30","upl_31","upl_32","upl_33","upl_34","upl_35","upl_36","upl_37","upl_38","upl_39","upl_40","upl_41","upl_42","upl_43","upl_44","upl_45","upl_46","upl_47","upl_48","upl_49","upl_50","upl_51","upl_52","upl_53","Finished_T3","T3_panas_jov_1","T3_panas_sad_1","T3_panas_gen_pos_2","T3_panas_guilt_4","T3_panas_hos_1","T3_panas_ser_2","T3_panas_guilt_2","T3_panas_jov_7","T3_panas_att_1","T3_panas_fear_1","T3_panas_jov_4","T3_panas_sad_5","T3_panas_shy_1","T3_panas_fat_2","T3_panas_fear_3","T3_panas_shy_4","T3_panas_fat_1","T3_panas_sur_2","T3_panas_sad_4","T3_panas_gen_neg_2","T3_panas_self_ass_1","T3_panas_fear_2","T3_panas_fat_3","T3_panas_guilt_5","T3_panas_sur_1","T3_panas_jov_3","T3_panas_jov_5","T3_panas_att_3","T3_panas_self_ass_2","T3_panas_shy_2","T3_panas_hos_5","T3_panas_fear_6","T3_panas_hos_2","T3_panas_sad_2","T3_panas_self_ass_5","T3_panas_sur_3","T3_panas_ser_1","T3_panas_att_2","T3_panas_fear_4","T3_panas_gen_pos_3","T3_panas_hos_3","T3_panas_gen_neg_1","T3_panas_jov_6","T3_panas_hos_6","T3_panas_jov_2","T3_panas_hos_4","T3_panas_guilt_3","T3_panas_self_ass_6","T3_panas_gen_pos_1","T3_panas_self_ass_4","T3_panas_ser_3","T3_panas_jov_8","T3_panas_self_ass_3","T3_panas_sad_3","T3_panas_fear_5","T3_panas_att_4","T3_panas_guilt_1","T3_panas_shy_3","T3_panas_fat_4","T3_panas_guilt_6","age","req_control","req_detach","req_relax","req_mastery","hassles","T1_panas_negative","T1_panas_fear","T1_panas_sadness","T1_panas_guilt","T1_panas_hostility","T1_panas_shyness","T1_panas_fatigue","T1_panas_positive","T1_panas_joviality","T1_panas_self_assurance","T1_panas_attentiveness","T1_panas_serenity","T1_panas_surprise","T3_panas_negative","T3_panas_fear","T3_panas_sadness","T3_panas_guilt","T3_panas_hostility","T3_panas_shyness","T3_panas_fatigue","T3_panas_positive","T3_panas_joviality","T3_panas_self_assurance","T3_panas_attentiveness","T3_panas_serenity","T3_panas_surprise"
"755b2a7468b4c9d40a7d11435b166b99ccc60a22a7e7680db087c7753d34d699",30,1,2,1991,6,0,40,5,3,1,2,3,1,2,3,2,2,1,2,2,1,4,1,1,4,1,2,3,1,1,4,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,1,3,4,3,2,1,1,2,1,3,1,1,2,1,3,1,1,2,1,2,2,3,1,4,3,4,4,4,4,4,4,2,3,2,2,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,2,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,3,1,3,2,1,2,1,2,3,1,3,1,1,3,2,1,2,1,1,1,1,1,3,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,3,2,2,1,3,2,2,1,3,1,1,2,2,3,1,1,2,1,2,2,2,30,4.25,3.75,4,2.25,65,2,1,1.6,2,1.83333333333333,1.5,3.5,1.8,1.75,1.83333333333333,2,2,1,1.3,1.16666666666667,1,1.33333333333333,1.66666666666667,1.25,2.5,2,2.125,1.83333333333333,2,2,1.33333333333333
"76194b6a5365ffe2b0d0dfa6cd7bac1ce96b54b21f3aea818808cabf3edeaf7f",26,1,2,1996,3,0,39,5,4,3,3,3,1,5,2,4,4,1,3,3,1,4,2,NA,5,1,1,2,1,2,5,1,3,4,3,4,4,1,1,1,1,1,3,3,3,2,1,4,2,3,3,1,4,2,1,3,1,1,4,1,1,1,NA,3,1,3,1,2,1,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,NA,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,NA,NA,NA,NA,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,3,4,4,4,3,4,4,4,1,5,3,3,3,1,1,3,1,3,4,1,4,4,4,4,4,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,1,1,3,3,3,4,1,4,1,3,4,1,3,1,1,25,5,3,4.75,5,60,1.66666666666667,1.4,1.8,1.66666666666667,1.33333333333333,1.66666666666667,3.75,3.2,3.25,2.16666666666667,3.25,4,2.33333333333333,2.2,2.5,2,1.83333333333333,1.33333333333333,2,3.25,3.3,3.125,3,3.5,3.66666666666667,2.66666666666667
"76e646f3af75bcb22707bc2b9a2ca7d4bab37d33c4b79ae40df7f103c0e6715c",23,1,2,1979,5,0,40,5,3,3,5,2,1,2,1,5,4,2,3,3,1,4,3,1,3,3,1,2,4,2,3,3,3,3,3,5,4,2,1,2,1,1,3,3,3,2,2,4,3,2,4,1,3,2,1,3,3,3,3,3,3,2,2,3,1,1,3,2,1,5,5,5,4,4,3,3,3,4,4,3,3,5,5,5,4,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,3,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,2,2,1,1,2,3,1,1,1,3,2,4,3,1,2,3,1,1,2,2,4,4,1,1,2,3,1,3,2,5,2,1,2,1,4,4,1,4,3,1,3,3,1,3,2,1,2,3,2,3,1,3,4,3,4,4,2,1,1,1,1,3,3,3,3,3,3,2,2,4,1,4,2,1,3,2,3,3,4,2,2,1,3,1,1,2,1,42,4.75,4.75,3.25,3.5,70,1.9,2.16666666666667,2,1.66666666666667,1.5,1.25,3.25,3.8,3.375,3.33333333333333,3.5,2.66666666666667,3,1.7,1.83333333333333,1.8,1.16666666666667,1.33333333333333,1.25,2.75,3.5,3.75,3,3.5,2.66666666666667,2.66666666666667
"789fe7939bde441f75183d75f0146c12cf7cbbefeeb53b7c0ad7372e4d3d10e9",22,1,2,1991,4,1,40,5,3,3,5,2,2,3,1,3,5,1,3,2,1,3,1,1,2,1,3,3,1,1,2,4,1,2,1,3,3,2,2,1,1,2,5,1,3,3,1,4,3,3,3,2,2,2,1,4,3,4,3,3,3,3,1,3,1,1,2,2,1,3,2,4,4,3,3,3,1,1,1,1,1,3,3,3,4,2,1,1,2,1,1,3,3,3,2,3,4,2,3,3,2,3,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,3,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,3,1,1,1,5,3,2,1,2,1,1,3,1,1,4,1,3,1,1,1,1,4,4,1,3,1,1,1,1,1,2,3,1,1,1,3,4,3,1,1,3,1,2,5,5,2,3,1,3,1,3,1,1,1,2,3,4,1,2,1,1,1,2,30,3.25,3.25,2.5,1,93,1.7,1,2.6,1.83333333333333,2,1.25,2.25,3.5,2.5,3.33333333333333,3.5,3,1,2.1,1.33333333333333,4.2,1.33333333333333,2.66666666666667,1,1.5,2.2,1.25,2.33333333333333,2.5,1.33333333333333,1
"78de384f89bc19740d1ebb120667bc5eb7b660a626b01b23ff802c4bc832d2e4",22,1,1,1994,3,0,22.5,3,2,3,4,4,1,2,4,3,3,2,3,3,1,4,2,1,3,1,1,3,2,3,3,2,1,3,3,2,3,1,1,1,1,2,2,1,3,2,4,3,3,2,3,1,3,2,3,3,3,1,2,2,4,4,1,4,1,1,4,4,1,3,1,4,2,3,4,3,1,1,1,2,1,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,1,2,1,3,1,2,2,1,3,1,1,1,1,1,4,4,2,4,1,1,1,1,1,4,2,4,3,1,2,2,3,3,1,3,1,1,3,2,1,2,1,1,2,1,1,2,1,1,4,3,3,3,1,1,1,1,1,3,2,4,3,4,4,3,2,3,1,4,1,2,4,2,2,4,2,3,2,1,3,2,1,2,2,27,4,2.5,2.75,1.25,56,2.5,2.16666666666667,2.6,3,1.5,1,3.5,2.8,2.75,2.5,2.75,2.33333333333333,1,2,1.66666666666667,1.4,2,1.33333333333333,1,2.25,3.1,3.25,2.66666666666667,3,3.33333333333333,1.33333333333333
"792746253ef51c12bbed049054ee750155a31b19ccc93e8e4ff9cc65e81fbd82",22,1,1,1998,4,0,39,5,4,2,5,2,2,1,2,3,4,1,4,2,2,5,3,2,4,3,3,4,3,3,4,3,2,4,3,4,3,2,2,1,1,1,3,3,2,2,2,4,2,3,4,2,4,4,3,2,2,2,2,2,1,2,2,3,2,4,5,1,1,1,4,1,3,2,4,2,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,4,NA,2,2,2,1,1,1,2,2,2,2,1,2,1,1,NA,3,1,1,NA,3,2,NA,NA,1,1,2,1,1,3,3,1,1,1,1,4,2,2,2,1,1,2,2,1,3,3,5,2,1,2,1,4,4,2,4,2,1,5,2,3,4,2,2,2,3,2,5,2,2,4,3,4,3,3,2,2,1,2,4,2,2,2,2,4,1,2,2,1,4,1,1,4,3,4,3,3,3,3,1,3,1,2,4,1,23,2,2.25,3,2,58,2.4,2,2,2.16666666666667,2.16666666666667,2.5,4.5,3.3,3.5,2.33333333333333,3.25,1.66666666666667,2.66666666666667,1.6,1.83333333333333,2.4,1.33333333333333,1.16666666666667,2.25,4.5,3.6,3.375,3.5,3.25,2.33333333333333,2
"795f935cd94138dbb6c1fbdd69900478086660cb0a1c70f573afdfd12d66d613",22,1,2,1979,4,0,40,5,3,2,2,1,1,4,2,3,3,1,3,1,1,3,2,1,4,1,1,1,1,2,3,1,2,3,3,4,4,2,1,1,1,1,4,2,4,3,1,3,1,1,2,1,3,1,1,4,2,1,4,3,4,1,1,3,1,1,2,1,1,4,4,5,5,3,5,3,2,2,1,5,3,4,4,5,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,1,1,1,1,4,1,4,1,1,3,1,4,4,1,4,1,1,3,1,1,1,1,1,1,1,2,1,1,1,4,3,4,4,1,2,1,1,1,1,1,4,3,1,4,2,3,3,1,4,1,1,5,2,1,4,4,3,1,1,4,1,1,1,1,42,4.5,4.5,3.25,2.75,58,1.2,1.33333333333333,1.2,1.16666666666667,1,1.25,3,3.1,2.875,3,3.25,4,1.66666666666667,1.4,1.16666666666667,1,1,1.33333333333333,1,1.5,3.3,3.75,2.5,3.75,3.66666666666667,1
"798f82118930f3b130fe486108b00e12a76bdded1be80966f7824d7f1449fbd3",11,1,2,1982,4,1,38,5,4,3,4,2,1,3,2,4,4,2,4,4,1,4,1,1,3,2,2,3,2,2,4,1,2,4,3,3,3,2,2,2,1,2,2,3,2,2,1,4,3,4,3,1,4,4,1,3,3,2,3,2,3,3,1,3,1,1,2,3,1,3,1,3,2,3,3,3,2,1,1,2,2,4,4,4,3,2,1,1,2,NA,1,1,1,2,1,2,1,1,2,3,2,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,3,4,4,2,1,2,3,3,1,1,1,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,1,2,2,3,3,2,1,3,1,1,2,3,3,3,1,1,2,2,1,3,2,4,2,1,2,2,3,4,2,3,3,1,4,1,1,4,2,2,3,1,1,4,1,2,4,2,2,3,2,1,1,1,3,2,2,1,3,2,3,2,2,3,1,4,2,1,3,3,2,3,3,3,2,1,3,1,1,3,3,39,3.75,2.25,2.75,1.5,67,2,1.5,2.8,1.66666666666667,2,1.25,3.25,3.2,3.5,2.5,3,2.66666666666667,2.33333333333333,1.7,1.33333333333333,2.4,1.66666666666667,1.33333333333333,1.25,3.75,2.9,3.125,2.33333333333333,3,2,2
"7b86eabf5464f6de9e5e4128521ce4db0efe516de39ba4478c518996ce944d09",21,1,2,1974,4,1,39,5,4,2,4,4,2,1,3,4,2,3,4,2,1,5,5,3,3,2,1,2,2,2,5,2,2,4,3,3,3,2,3,2,2,1,3,1,1,1,4,3,4,3,3,1,4,3,3,3,3,3,1,3,3,1,1,2,1,1,3,4,1,1,1,1,1,1,4,4,4,1,1,1,3,2,2,2,2,1,3,1,3,1,1,1,1,1,1,NA,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,3,4,1,1,3,3,3,3,2,3,3,1,3,2,2,1,3,3,3,4,1,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,3,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,2,1,1,4,2,3,3,1,1,1,1,1,4,2,3,4,1,2,1,4,3,3,4,2,1,4,4,1,4,1,1,3,3,3,4,3,1,4,4,3,3,1,3,2,2,1,1,1,2,1,4,3,4,4,3,1,3,4,4,3,2,2,1,2,2,3,1,3,2,1,3,4,47,2,1,3.25,1.5,95,3.1,2.83333333333333,1.4,2.83333333333333,2.5,1.75,4,2.9,3.625,2.83333333333333,2,1,1.66666666666667,3.1,2.83333333333333,1.8,3,2.5,1,3.75,2.7,3.5,2.33333333333333,2.5,1.66666666666667,1
"7bc230d8db4178215a5814c7efc89646535c96ace6180b1108900256640681ef",22,1,2,1974,2,1,39,5,4,4,4,3,1,3,1,4,4,2,4,2,1,3,2,1,2,2,1,1,2,1,3,1,2,4,3,4,3,1,1,1,1,1,3,2,2,2,2,5,2,2,3,1,4,2,1,4,4,3,4,3,4,1,1,4,1,1,1,1,1,4,3,2,5,5,4,5,5,2,3,3,3,5,5,5,5,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,1,2,2,3,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,1,3,1,1,3,1,4,5,1,4,2,1,3,1,1,2,1,1,2,3,1,3,3,2,5,5,5,4,2,1,1,1,1,4,3,3,3,1,4,2,2,3,1,4,2,1,4,4,3,4,3,4,1,1,4,1,1,2,1,47,5,3.5,4.75,2.75,58,1.5,1.5,1.8,1.33333333333333,1.33333333333333,1,2.25,3.6,3.625,3.16666666666667,3.5,3,2,1.3,1,1.2,1.33333333333333,1.33333333333333,1.25,2.5,4.1,4.125,3.66666666666667,4.25,3.33333333333333,2
"7cea68ed717cded36a43e3d7248e3dd678b183997f5d70e2b00c36a6a8e4ced8",31,1,2,1969,2,1,35,5,3,2,3,1,1,2,1,3,5,1,3,1,1,4,1,1,2,1,1,2,1,1,4,1,1,3,3,4,4,1,1,1,1,1,2,1,2,4,1,4,2,1,2,1,3,1,1,4,3,2,2,3,3,2,1,4,1,1,1,1,1,4,4,4,5,5,4,3,3,3,3,3,3,5,5,5,5,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,3,2,1,2,1,1,1,2,1,2,1,3,2,1,3,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,4,3,3,2,2,2,2,1,2,1,1,1,4,1,3,3,1,3,1,2,1,1,1,2,2,3,1,4,3,3,3,4,2,2,2,1,2,2,2,3,2,2,2,3,3,3,1,2,3,2,1,3,1,3,1,1,3,1,3,4,1,3,1,1,3,1,1,2,1,1,1,2,1,1,1,1,3,2,4,4,2,1,1,1,1,2,1,3,4,2,4,1,2,3,1,3,1,1,3,3,2,3,3,3,1,1,3,1,1,1,1,52,5,4.25,3.75,3,85,1.2,1,1.4,1,1.16666666666667,1,2.75,3.5,2.875,2.66666666666667,4.25,2,1,1.2,1.16666666666667,1,1,1,1.25,1.75,3.3,2.875,2.66666666666667,3.75,3,1
"7d516c7d36d28042397dfb47ddd5b1faac10d7b348ab54742c8270f2bdc61f8d",11,1,2,1996,2,0,30,5,3,4,2,4,3,2,5,3,3,1,3,4,1,5,5,2,3,2,3,4,1,3,4,4,2,2,3,3,3,1,3,1,1,2,3,2,1,2,2,3,4,4,3,1,3,4,1,3,3,2,2,3,3,4,1,5,3,2,3,4,1,3,3,2,1,1,2,2,2,1,1,4,1,2,2,1,2,1,3,2,1,3,4,1,1,4,1,2,3,3,3,3,1,4,1,3,2,4,1,1,1,1,2,3,2,1,1,2,2,2,4,2,4,1,3,1,2,2,1,1,1,1,2,4,3,2,1,1,4,4,1,3,4,4,2,1,4,4,1,2,4,2,1,1,1,2,1,2,4,1,1,1,1,1,1,3,3,1,2,3,4,2,3,1,2,1,1,1,1,4,2,1,1,1,1,2,2,1,2,1,1,1,2,1,3,2,5,2,3,2,4,3,3,1,1,2,2,4,3,2,3,1,2,2,1,1,2,3,1,2,3,2,3,1,2,2,1,4,2,2,2,4,4,2,4,4,2,1,3,3,1,2,2,1,2,1,4,2,1,5,1,2,2,3,25,1.75,2.25,1.75,1.75,113,3,2.16666666666667,3.4,3.5,2.66666666666667,1.5,3.75,2.8,2.875,2.5,3.25,1.66666666666667,2,2.6,2,2.4,2.33333333333333,2.33333333333333,1.75,2.75,2.9,2.25,2.16666666666667,3.5,2,1.33333333333333
"7d731703927ff986b9419fd6536c326d1696a90e42f9e885db23cc4b8d11aa68",21,1,2,1996,4,0,17,2,4,2,3,3,3,2,1,4,4,2,4,3,2,4,3,2,4,2,1,1,3,2,4,2,4,4,4,4,4,2,1,2,2,1,4,2,3,3,4,4,3,3,4,1,4,1,1,4,4,2,4,4,3,2,2,4,1,2,4,4,1,4,4,4,5,4,5,4,4,1,3,3,3,5,5,5,5,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,3,2,2,1,2,2,1,4,4,4,1,1,1,1,2,2,1,1,4,1,2,1,1,1,1,2,2,1,2,1,1,3,3,4,4,1,3,1,1,1,2,1,2,1,3,1,3,3,1,1,1,1,1,2,1,3,2,3,3,4,2,3,1,1,1,1,4,2,2,1,1,1,4,4,4,4,2,NA,3,3,1,4,1,4,1,1,4,1,4,3,1,4,2,2,3,2,2,3,2,1,2,3,1,3,1,3,4,4,3,4,1,1,2,1,1,4,3,4,3,2,4,2,1,4,1,4,1,1,4,4,1,4,4,3,2,2,3,1,2,2,2,25,5,4.25,4.25,2.5,82,2.1,2.5,1.8,2,1.83333333333333,2,4,3.8,4,3.33333333333333,3.75,3,2.66666666666667,1.5,1.66666666666667,1.4,1.16666666666667,1.16666666666667,1.75,2.75,3.7,4,3.16666666666667,3,4,2.66666666666667
"7db7c5d9c6dc81583b5fae70cd8da3434a3e16e8a8a6884014476d1076526bb8",17,1,2,1959,5,1,40,5,4,1,4,1,1,3,1,4,4,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,1,1,1,1,1,1,2,4,4,1,4,1,1,4,1,4,1,1,4,4,3,4,4,4,1,1,4,1,1,1,1,1,4,4,4,4,5,5,4,5,4,3,3,3,5,5,5,5,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,4,1,1,3,1,1,1,1,1,1,1,1,3,3,3,2,1,1,1,1,1,2,1,1,1,3,3,3,1,1,1,3,2,3,2,2,1,3,1,1,3,4,2,3,1,1,2,1,1,4,1,4,1,1,2,1,3,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,3,1,1,1,1,1,2,2,4,4,1,3,1,1,3,1,3,1,1,4,4,2,3,4,3,1,1,3,1,1,1,1,62,5,4,4.75,3.25,55,1,1,1,1,1,1,1.25,3.6,3.875,2.83333333333333,4,3.66666666666667,1.33333333333333,1,1,1,1,1,1,1,3.3,3.5,2.5,3.5,3,1.66666666666667
"7ef8a422072d12d1f316ce8ee4495b3534e97c100944c75c878e7c03101e3eed",21,1,2,1998,4,0,39,5,4,2,3,2,3,3,1,3,4,1,4,1,1,5,1,1,4,2,3,2,1,1,5,1,1,4,2,3,3,1,1,2,1,3,3,2,1,2,1,4,2,1,2,1,3,2,1,4,2,2,3,2,3,1,1,4,1,2,3,1,1,2,2,2,5,2,5,3,3,1,1,4,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,4,3,3,4,3,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,3,1,1,1,3,3,1,1,1,1,1,3,4,4,2,1,1,3,4,1,3,2,4,2,2,3,1,3,2,1,3,3,1,5,3,1,3,2,2,1,2,2,4,1,2,3,1,2,2,1,1,1,1,3,3,2,2,1,1,3,3,2,1,1,3,2,1,3,1,1,1,2,2,1,1,3,1,2,3,2,23,5,2.75,3.25,2.5,59,1.2,1.16666666666667,2,1.16666666666667,1.66666666666667,1.25,4.25,2.9,3,2.66666666666667,3.25,2.33333333333333,1.66666666666667,1.5,1.5,2.2,1.33333333333333,1.66666666666667,1.25,3.75,2.2,2.375,2.16666666666667,2,2,2
"7f040bb73ad056498cde47aa1eb6de40d91f0c9ab92187b65981ce0f30b8066d",22,1,2,1995,3,0,39,5,4,1,4,2,1,3,1,2,4,1,4,2,1,4,3,1,4,2,2,2,1,2,3,1,1,3,2,4,3,3,2,1,1,2,4,1,2,2,1,2,3,3,3,1,2,2,1,4,3,3,3,2,2,2,1,3,1,1,2,2,1,2,2,2,4,3,4,4,1,1,1,2,1,5,5,5,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,3,2,1,1,2,3,3,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,1,1,3,1,3,1,3,2,1,2,1,3,3,1,3,2,1,4,2,1,3,1,2,2,1,3,3,1,1,3,1,1,2,1,1,1,1,2,3,1,1,1,1,2,3,2,1,1,2,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,26,4.75,2.5,3,1.25,62,1.8,1.5,1.8,1.33333333333333,1.66666666666667,1.5,3.25,3,2.75,2.83333333333333,3.25,2.66666666666667,1.33333333333333,1.5,1.5,1.8,1.33333333333333,1.5,1,3,2,2.25,1.66666666666667,1.75,1.33333333333333,1
